state,w,b
020010200000100001100002000100230000112200000100020001000020100100000010000110000,1,0
000001000001000000010100000102000021100230000100020201000020010000000100000111000,0,1
000110000000010000000000020100232001100101001000100001000021000000210000000010000,0,1
010000001000000000020220020000030000100000001000000100000011000002000100100010000,2,0
000000100010000000000101000100020001100230011000200201200002000000000010110111000,0,1
000111000000000100012200010000000100000002310000100201012200000000000100001000020,1,0
000110000000010000000020000100202001100031001100200001000021000000010000000010000,0,1
000111000000000000000002000100200001112232201100020001000020000000010010000111000,2,0
002000000000111010010020001000000200111032001100020010000002000000200000100010000,0,2
002111000103000000010002000000100000000002211000020001001020000000010000000011000,0,1
000111000000000000000000000000212001112032211100020001000020000000010000000111000,4,4
000000010110000111110020001002200000002230200000202000010000010001000100000111000,1,0
000000100001000001013021000002100000101000001100000100000010000000000000100000000,0,2
000011000000010000000020000100200001100032211100220001000020000100000000010111000,2,0
000111000000010000000020010100020200102230001100022001010000020001000000000111000,0,1
100011000000000000000200000002010021110232211100020001000020000000010000000111000,2,0
000110000000010000002000020001202001110100001100002100000023100000011000000010000,0,1
000000101000000020110022000101000000000030000102201001002011100020010000001010000,0,1
000010000000000000000000000000100000102301011100010000010110000000000000000011000,0,2
001010001000000000110000220000220000103000201000202000100010100000000000100110010,1,0
000010000000010000000120000001020001110302211001110000000000000000010000000011000,0,1
000100000000010000010200110000200100100030011102202201000200000000010000000111000,1,0
000000000000000100011003100000002200002200200000000200000102010000000100000000000,1,0
000001000000000000000020000100202000112030011000000200000221000000010000000100000,2,0
000111000000010000000020000100020001112232011100020001000020000000010200000111000,7,7
000111000000010000000200000002020001110232211100020001000020000000010000000111000,8,0
000111001000010000002020000100020000110232211100021000000020000000010000000110001,2,0
000111000000000000020000000100030001102200211110020001000022000000000000000111000,2,0
000000010100000010000002000020202000000131100000000000001100010010000002010000210,2,0
001001000000010000010001200003000001000000211102010000000000000000010000002111000,1,0
000101000000010000000000000100012200100130201000222001000220000000010000000110100,2,0
100011000000010000010320000100020001102002211100020001001020000000010000000011000,2,0
000010000000000000000002000002202000110032211000120001000020000000010000000111000,2,0
001001000000010000010100200003000001102202211100020001000020000000010000000111000,1,0
002011000000012000000100000120010000110231011100020001000020000000010000000110000,0,2
100111000002000010022000000000000011100032201110200000000101000002010001000010000,0,2
000000001110000111110020010002000000002230000001001000000000010000000100000100000,1,0
000111000000010000000020000100220001110002211001203001000020000000010000000010010,1,0
001000100010000010100001001000000000000000001000000000001310001010000010001000100,0,1
000000000000000000100020200000100300001000201000001100000000100000010000000010000,2,0
000001000000000000000202000102300100100001011101100000000000000000000000000000000,0,2
000111000000210000000020000100020001112032211100020001000020000000010000000111000,2,2
000110000000010000000001000001010000112030011100021001200000000000210000000110000,1,0
000010000000000000001201000001010100112203001102000000000020001000010200000111000,0,2
000111000001000000000002000100020201100232010000010001010100000000000100000011000,0,1
000100020001000100000220000000000301000100001110000000010000010001000100000000000,1,0
000010000000001000100020000000000021000000000001020200103000001000000100020000000,2,0
000111000000000010000000000120020001112232211100020001000020000000010000000111000,2,0
000111000000100000000200000100020001110232211100020001002020000000010000000011000,2,0
000101000001010000010000020100032001102202001100000200000012010000000100000100000,1,0
200101000001000000000000000001210201100032001100020001000002010000000100000111000,0,1
001011000000010000000020000100020001103102211100020001000020000000010000010011000,0,1
000010000000000100000000010002131001000000001001000001000000000000000100000000000,0,1
000101000000000000000010020100030001112202211100020001000020000000010000000111000,2,0
000110000000010000000001000000101000100001001101131000000011000202000000000000000,0,2
100010100010000000010101000000000000000200201102000001100003210000010000000010000,0,1
100000000010000100000002000100020201112030011100020101000022010002000000000000011,2,0
000011000000010000002020000100020001100132211100010000000000000000010000000011000,0,1
000111000000010000000020000100020001112202211000000131020000000000000000000111000,0,1
000110000000011000000000000100201000110230211100101000000022000002010000000011000,0,2
001000100010000010000000001000000000003100000000100000100000101010000010001010100,0,1
100000000011000000010000000000010000000101100001003001010001010001000000000110000,0,1
000101000000010000000000000100012201100103200000222001000220100000010000000110000,2,0
100111000002000210022000000000001001100032001110200000000011000002100001000010000,0,2
000111000000010000100020001000200000112232211000002000100020001000010000000111000,0,1
000111000001000000010020010100020000102200011100020100000020032001000000000100010,1,0
000011000001002000000100010100000000112200201100020000000020000000013001000111000,1,0
000110000000010000001020000000321001100000001002100000001000000000000100000010000,0,1
100110000000000000002001010100010100100231000000010000000000000020010000000111000,0,2
000000000000000000000002000000200100000103100100000000000010200000000000000000000,0,1
001000100010000000100020101000203000102202201000002000100020001010010010001010100,0,1
000111001000010000020020000100020000110232211100021001000020000000010000000110000,2,0
000110000000010000200003010100220201112000211100101001000020000000010000000010000,0,1
000000001110000011110020010002200000002030100000200000000000010001000100000110000,1,0
000110100000000000000000020100000301112202211100020001000021000000010000000110000,1,0
000111000000200000020010000100000100112302211100020001000020000000010000000111000,0,1
010001000000000000001200000103120000102001011102010000000000000000010000000010000,0,2
000011000001000100010100010000001001010000000020231000000010010001000000000000000,0,1
001000000010000010100000001000000000100000000000022000103022101012200010001010100,0,1
000000000000000200000200000020100000010200000000000000013002110100000000002010000,2,0
000111000000010000002030000100000021112202211000020000100020000000010000000111001,2,0
000100000000000000000000200102010000102231001100020001000020000010010000000111000,2,0
001011000100000000000002000100022001110130001100021000000020000000010000000011010,1,0
000111000001000000010002010100030001102202000100020001000020200001000000000110000,1,0
000000000000200000000000000020000000002000000000020200020000000113000000001000000,2,0
010000000011000000010100000000000201000130201000012201010000010001000000000111000,0,1
000101000110000100000020010100020001100232001100200000010000000000002001010001100,0,2
000000001101000111000002010000130200000000000000001100000002010000000100000000000,1,0
